"ID","DataConstant","IdRaces","IdPlayerNameTypes","LocaName","LocaDesc","CharacsMovementAllowance","CharacsStrength","CharacsAgility","CharacsArmourValue","Price","MaxQuantity","IsLocked","IdFallbackFor"
"39","StarPlayer_Headsplitter","26","","PLAYER_NAMES_CHAMPION_SKAVEN","","6","6","3","8","340000","1","1","0"
"40","StarPlayer_JordelFreshbreeze","26","","PLAYER_NAMES_CHAMPION_ELFE_SYLVAIN","","8","3","5","7","260000","1","1","0"
"41","StarPlayer_Ripper","26","","PLAYER_NAMES_CHAMPION_GOBELIN","","4","6","1","9","270000","1","1","0"
"42","StarPlayer_Slibli","26","","PLAYER_NAMES_CHAMPION_HOMME_LEZARD","","7","4","1","9","250000","1","1","0"
"43","StarPlayer_VaragGhoulChewer","26","","PLAYER_NAMES_CHAMPION_ORC","","6","4","3","9","290000","1","1","0"
"44","Goblin_Troll","6","18","PLAYERTYPE_TROLL","PLAYERTYPE_BIGGUY_DESC","4","5","1","9","110000","2","0","0"
"45","Goblin_Pogoer","6","17","PLAYERTYPE_POGOER","PLAYERTYPE_POGOER_DESC","7","2","3","7","70000","1","0","0"
"46","Goblin_Fanatic","6","17","PLAYERTYPE_FANATIC","PLAYERTYPE_FANATIC_DESC","3","7","3","7","70000","1","0","0"
"47","DarkElf_Lineman","9","21","PLAYERTYPE_TROISQUART","PLAYERTYPE_TROISQUART_DESC","6","3","4","8","70000","16","0","0"
"48","DarkElf_Runner","9","21","PLAYERTYPE_COUREUR","PLAYERTYPE_COUREUR_DESC","7","3","4","7","80000","2","0","0"
"49","DarkElf_Assassin","9","22","PLAYERTYPE_ASSASSIN","PLAYERTYPE_ASSASSIN_DESC","6","3","4","7","90000","2","0","0"
"50","DarkElf_Blitzer","9","21","PLAYERTYPE_BLITZER","PLAYERTYPE_BLITZER_DESC","7","3","4","8","100000","4","0","0"
"51","DarkElf_WitchElf","9","23","PLAYERTYPE_WITCH_ELF","PLAYERTYPE_WITCH_ELF_DESC","7","3","4","7","110000","2","0","0"
"52","StarPlayer_HorkonHeartripper","26","","PLAYER_NAMES_CHAMPION_DARK_ELF","","7","3","4","7","210000","1","1","0"
"53","StarPlayer_MorgNThorg","26","","PLAYER_NAMES_CHAMPION_MORGNTHORG","","6","6","3","10","430000","1","1","0"
"54","Undead_Skeleton","10","24","PLAYERTYPE_SKELETON","PLAYERTYPE_TROISQUART_DESC","5","3","2","7","40000","16","0","0"
"55","Undead_Zombie","10","24","PLAYERTYPE_ZOMBIE","PLAYERTYPE_TROISQUART_DESC","4","3","2","8","40000","16","0","0"
"56","Undead_Ghoul","10","25","PLAYERTYPE_GHOUL","PLAYERTYPE_COUREUR_DESC","7","3","3","7","70000","4","0","0"
"57","Undead_Wight","10","26","PLAYERTYPE_WIGHT","PLAYERTYPE_BLITZER_DESC","6","3","3","8","90000","2","0","0"
"58","Undead_Mummy","10","27","PLAYERTYPE_MUMMY","PLAYERTYPE_BLOCKER_DESC","3","5","1","9","120000","2","0","0"
"59","StarPlayer_CountLuthorvonDrakenborg","26","","PLAYER_NAMES_CHAMPION_UNDEAD","","6","5","4","9","390000","1","1","0"
"60","Halfling_Halfling","11","50","PLAYERTYPE_HALFLING","PLAYERTYPE_STUNTY_DESC","5","2","3","6","30000","16","0","0"
"61","Halfling_Treeman","11","51","PLAYERTYPE_TREEMAN","PLAYERTYPE_BIGGUY_DESC","2","6","1","10","120000","2","0","0"
"62","Norse_Lineman","12","38","PLAYERTYPE_TROISQUART","PLAYERTYPE_TROISQUART_DESC","6","3","3","7","50000","16","0","0"
"63","Norse_Thrower","12","38","PLAYERTYPE_LANCEUR","PLAYERTYPE_LANCEUR_DESC","6","3","3","7","70000","2","0","0"
"64","Norse_Runner","12","38","PLAYERTYPE_COUREUR","PLAYERTYPE_COUREUR_DESC","7","3","3","7","90000","2","0","0"
"65","Norse_Berserker","12","39","PLAYERTYPE_BERSERKER","PLAYERTYPE_BLITZER_DESC","6","3","3","7","90000","2","0","0"
"66","Norse_Ulfwerener","12","40","PLAYERTYPE_ULFWERENER","PLAYERTYPE_BLOCKER_DESC","6","4","2","8","110000","2","0","0"
"67","Norse_Yhetee","12","41","PLAYERTYPE_YHETEE","PLAYERTYPE_BIGGUY_DESC","5","5","1","8","140000","1","0","0"
"68","Amazon_Linewoman","13","28","PLAYERTYPE_LINEWOMAN","PLAYERTYPE_LINEWOMAN_DESC","6","3","3","7","50000","16","0","0"
"69","Amazon_Thrower","13","28","PLAYERTYPE_LANCEUSE","PLAYERTYPE_LANCEUSE_DESC","6","3","3","7","70000","2","0","0"
"70","Amazon_Catcher","13","28","PLAYERTYPE_RECEVEUSE","PLAYERTYPE_RECEVEUSE_DESC","6","3","3","7","70000","2","0","0"
"71","Amazon_Blitzer","13","28","PLAYERTYPE_BLITZEUSE","PLAYERTYPE_BLITZEUSE_DESC","6","3","3","7","90000","4","0","0"
"72","ProElf_Lineman","14","29","PLAYERTYPE_TROISQUART","PLAYERTYPE_TROISQUART_DESC","6","3","4","7","60000","16","0","0"
"73","ProElf_Thrower","14","29","PLAYERTYPE_LANCEUR","PLAYERTYPE_LANCEUR_DESC","6","3","4","7","70000","2","0","0"
"74","ProElf_Catcher","14","29","PLAYERTYPE_RECEVEUR","PLAYERTYPE_RECEVEUR_DESC","8","3","4","7","100000","4","0","0"
"75","ProElf_Blitzer","14","29","PLAYERTYPE_BLITZER","PLAYERTYPE_BLITZER_DESC","7","3","4","8","110000","2","0","0"
"77","HighElf_Lineman","15","30","PLAYERTYPE_TROISQUART","PLAYERTYPE_TROISQUART_DESC","6","3","4","8","70000","16","0","0"
"78","HighElf_Thrower","15","30","PLAYERTYPE_LANCEUR","PLAYERTYPE_LANCEUR_DESC","6","3","4","8","90000","2","0","0"
"79","HighElf_Catcher","15","30","PLAYERTYPE_RECEVEUR","PLAYERTYPE_RECEVEUR_DESC","8","3","4","7","90000","4","0","0"
"80","HighElf_Blitzer","15","30","PLAYERTYPE_BLITZER","PLAYERTYPE_BLITZER_DESC","7","3","4","8","100000","2","0","0"
"81","Khemri_Skeleton","16","31","PLAYERTYPE_SKELETON","PLAYERTYPE_TROISQUART_DESC","5","3","2","7","40000","16","0","0"
"82","Khemri_ThroRa","16","31","PLAYERTYPE_THRORA","PLAYERTYPE_LANCEUR_DESC","6","3","2","7","70000","2","0","0"
"83","Khemri_BlitzRa","16","31","PLAYERTYPE_BLITZRA","PLAYERTYPE_BLITZER_DESC","6","3","2","8","90000","2","0","0"
"84","Khemri_TombGuardian","16","32","PLAYERTYPE_TOMBGUARDIAN","PLAYERTYPE_BLOCKER_DESC","4","5","1","9","100000","4","0","0"
"86","Necromantic_Zombie","17","24","PLAYERTYPE_ZOMBIE","PLAYERTYPE_TROISQUART_DESC","4","3","2","8","40000","16","0","0"
"87","Necromantic_Ghoul","17","25","PLAYERTYPE_GHOUL","PLAYERTYPE_COUREUR_DESC","7","3","3","7","70000","2","0","0"
"88","Necromantic_Wight","17","26","PLAYERTYPE_WIGHT","PLAYERTYPE_BLITZER_DESC","6","3","3","8","90000","2","0","0"
"89","Necromantic_FleshGolem","17","36","PLAYERTYPE_FLESHGOLEM","PLAYERTYPE_BLOCKER_DESC","4","4","2","9","110000","2","0","0"
"90","Necromantic_Werewolf","17","37","PLAYERTYPE_WEREWOLF","PLAYERTYPE_WEREWOLF_DESC","8","3","3","8","120000","2","0","0"
"91","Nurgle_Rotter","18","42","PLAYERTYPE_ROTTER","PLAYERTYPE_TROISQUART_DESC","5","3","3","8","40000","16","0","0"
"92","Nurgle_Pestigor","18","43","PLAYERTYPE_PESTIGOR","PLAYERTYPE_COUREUR_DESC","6","3","3","8","80000","4","0","0"
"93","Nurgle_NurgleWarrior","18","44","PLAYERTYPE_NURGLEWARRIOR","PLAYERTYPE_BLOCKER_DESC","4","4","2","9","110000","4","0","0"
"94","Nurgle_BeastOfNurgle","18","45","PLAYERTYPE_BEASTOFNURGLE","PLAYERTYPE_BIGGUY_DESC","4","5","1","9","140000","1","0","0"
"95","Ogre_Gnoblar","19","46","PLAYERTYPE_GNOBLAR","PLAYERTYPE_STUNTY_DESC","5","1","3","5","20000","16","0","0"
"96","Ogre_Ogre","19","4","PLAYERTYPE_OGRE","PLAYERTYPE_BIGGUY_DESC","5","5","2","9","140000","6","0","0"
"97","Vampire_Thrall","20","48","PLAYERTYPE_THRALL","PLAYERTYPE_TROISQUART_DESC","6","3","3","7","40000","16","0","0"
"98","Vampire_Vampire","20","49","PLAYERTYPE_VAMPIRE","PLAYERTYPE_VAMPIRE_DESC","6","4","4","8","110000","6","0","0"
"99","StarPlayer_ZaraTheSlayer","26","","PLAYER_NAMES_CHAMPION_ZARATHESLAYER","","6","4","3","8","270000","1","1","0"
"100","StarPlayer_ScrappaSorehead","26","","PLAYER_NAMES_CHAMPION_SCRAPPASOREHEAD","","7","2","3","7","150000","1","1","0"
"101","StarPlayer_EldrilSidewinder","26","","PLAYER_NAMES_CHAMPION_ELDRILSIDEWINDER","","8","3","4","7","200000","1","1","0"
"102","StarPlayer_LordBorakTheDespoiler","26","","PLAYER_NAMES_CHAMPION_LORDBORAKTHEDESPOILER","","5","5","3","9","300000","1","1","0"
"103","StarPlayer_DeeprootStrongbranch","26","","PLAYER_NAMES_CHAMPION_DEEPROOTSTRONGBRANCH","","2","7","1","10","300000","1","1","0"
"104","StarPlayer_Setekh","26","","PLAYER_NAMES_CHAMPION_NEKBREKEREKH","","6","4","2","8","220000","1","1","0"
"105","StarPlayer_RamtutIII","26","","PLAYER_NAMES_CHAMPION_RAMTUTIII","","5","6","1","9","380000","1","1","0"
"106","StarPlayer_IcepeltHammerblow","26","","PLAYER_NAMES_CHAMPION_ICEPELTHAMMERBLOW","","5","6","1","8","330000","1","1","0"
"107","Goblin_Bombardier","6","17","PLAYERTYPE_BOMBARDIER","PLAYERTYPE_BOMBARDIER_DESC","6","2","3","7","40000","1","0","0"
"108","ChaosDwarf_Hobgoblin","21","61","PLAYERTYPE_HOBGOBLIN","PLAYERTYPE_TROISQUART_DESC","6","3","3","7","40000","16","0","0"
"109","ChaosDwarf_Blocker","21","60","PLAYERTYPE_CHAOSDWARFBLOCKER","PLAYERTYPE_BLOCKER_DESC","4","3","2","9","70000","6","0","0"
"110","ChaosDwarf_BullCentaur","21","62","PLAYERTYPE_BULLCENTAUR","PLAYERTYPE_BLITZER_DESC","6","4","2","9","130000","2","0","0"
"111","ChaosDwarf_Minotaur","21","63","PLAYERTYPE_MINOTAUR","PLAYERTYPE_BIGGUY_DESC","5","5","2","8","150000","1","0","0"
"123","Underworld_Goblin","22","17","PLAYERTYPE_UNDERWORLDGOBLIN","PLAYERTYPE_STUNTY_DESC","6","2","3","7","40000","12","0","0"
"124","Underworld_Lineman","22","19","PLAYERTYPE_SKAVENLINEMAN","PLAYERTYPE_TROISQUART_DESC","7","3","3","7","50000","2","0","0"
"125","Underworld_Thrower","22","19","PLAYERTYPE_SKAVENTHROWER","PLAYERTYPE_LANCEUR_DESC","7","3","3","7","70000","2","0","0"
"126","Underworld_Blitzer","22","19","PLAYERTYPE_SKAVENBLITZER","PLAYERTYPE_BLITZER_DESC","7","3","3","8","90000","2","0","0"
"127","Underworld_Troll","22","18","PLAYERTYPE_WARPSTONETROLL","PLAYERTYPE_BIGGUY_DESC","4","5","1","9","110000","1","0","0"
"133","StarPlayer_BomberDribblesnot","26","","PLAYER_NAMES_CHAMPION_BOMBERDRIBBLESNOT","","6","2","3","7","60000","1","1","0"
"134","StarPlayer_ZzhargMadeye","26","","PLAYER_NAMES_CHAMPION_ZZHARGMADEYE","","4","4","3","9","90000","1","1","0"
"135","StarPlayer_MightyZug","26","","PLAYER_NAMES_CHAMPION_MIGHTYZUG","","4","5","2","9","260000","1","1","0"
"136","StarPlayer_JEarlice","26","","PLAYER_NAMES_CHAMPION_JEARLICE","","8","3","3","7","180000","1","1","0"
"137","StarPlayer_HubrisRakarth","26","","PLAYER_NAMES_CHAMPION_HUBRISRAKARTH","","7","4","4","8","260000","1","1","0"
"138","StarPlayer_HakflemSkuttlespike","26","","PLAYER_NAMES_CHAMPION_HAKFLEMSKUTTLESPIKE","","9","3","4","7","200000","1","1","0"
"139","Bretonnia_Lineman","24","65","PLAYERTYPE_TROISQUART","PLAYERTYPE_TROISQUART_DESC","6","3","2","7","40000","16","0","0"
"140","Bretonnia_Blitzer","24","64","PLAYERTYPE_BLITZER","PLAYERTYPE_BLITZER_DESC","7","3","3","8","110000","4","0","0"
"141","Bretonnia_Blocker","24","64","PLAYERTYPE_BLOCKER","PLAYERTYPE_BLOCKER_DESC","6","3","3","8","70000","4","0","0"
"142","Kislev_Lineman","25","66","PLAYERTYPE_TROISQUART","PLAYERTYPE_TROISQUART_DESC","6","3","3","8","60000","16","0","0"
"143","Kislev_Catcher","25","66","PLAYERTYPE_RECEVEUR","PLAYERTYPE_RECEVEUR_DESC","7","2","4","7","80000","4","0","0"
"144","Kislev_Blitzer","25","66","PLAYERTYPE_BLITZER","PLAYERTYPE_BLITZER_DESC","7","3","3","8","110000","4","0","0"
"145","Kislev_TameBear","25","67","PLAYERTYPE_TAMEBEAR","PLAYERTYPE_BIGGUY_DESC","6","5","1","9","140000","1","0","0"
"146","StarPlayer_BarikFarblast","26","","PLAYER_NAMES_CHAMPION_BARIK","","6","3","3","8","60000","1","1","0"
"147","StarPlayer_DolfarLongstride","26","","PLAYER_NAMES_CHAMPION_DOLFAR","","7","3","4","7","150000","1","1","0"
"148","StarPlayer_Grotty","26","","PLAYER_NAMES_CHAMPION_GROTTY","","6","2","4","7","290000","1","1","0"
"149","StarPlayer_GlartSmashripJr","26","","PLAYER_NAMES_CHAMPION_GLART","","7","4","3","8","210000","1","1","0"
"150","StarPlayer_PrinceMoranion","26","","PLAYER_NAMES_CHAMPION_MORANION","","7","4","4","8","230000","1","1","0"
"151","StarPlayer_RoxannaDarknail","26","","PLAYER_NAMES_CHAMPION_ROXANNA","","8","3","5","7","250000","1","1","0"
"152","StarPlayer_SoarenHightower","26","","PLAYER_NAMES_CHAMPION_SOAREN","","6","3","4","8","180000","1","1","0"
"154","StarPlayer_Fezglitch","26","","PLAYER_NAMES_CHAMPION_FEZGLITCH","","4","7","3","7","100000","1","1","0"
"157","StarPlayer_IthacaBenoin","26","","PLAYER_NAMES_CHAMPION_ITHACA","","7","3","3","7","220000","1","1","0"
"158","StarPlayer_LewdgripWhiparm","26","","PLAYER_NAMES_CHAMPION_LEWDGRIP","","6","3","3","9","150000","1","1","0"
"160","StarPlayer_MaxSpleenripper","26","","PLAYER_NAMES_CHAMPION_MAX","","5","4","3","8","130000","1","1","0"
"161","StarPlayer_PuggyBaconbreath","26","","PLAYER_NAMES_CHAMPION_PUGGY","","5","3","3","6","140000","1","1","0"
"162","StarPlayer_SkitterStabStab","26","","PLAYER_NAMES_CHAMPION_SKITTER","","9","2","4","7","160000","1","1","0"
"163","StarPlayer_UgrothBolgrot","26","","PLAYER_NAMES_CHAMPION_UGROTH","","5","3","3","9","100000","1","1","0"
"164","StarPlayer_BrickFarth","26","","PLAYER_NAMES_CHAMPION_BRICK","","5","5","2","9","290000","1","1","0"
"165","Extra_Referee","27","","EXTRA_REFEREE","","5","5","2","9","290000","1","1","0"
"214","StarPlayer_GrashnakBlackhoof_Fallback","26","","PLAYER_NAMES_CHAMPION_CHAOS_FALLBACK","","6","6","2","8","310000","1","0","36"
"215","StarPlayer_GriffOberwald_Fallback","26","","PLAYER_NAMES_CHAMPION_HUMAIN_FALLBACK","","7","4","4","8","320000","1","0","37"
"216","StarPlayer_GrimIronjaw_Fallback","26","","PLAYER_NAMES_CHAMPION_NAIN_FALLBACK","","5","4","3","8","220000","1","0","38"
"217","StarPlayer_Headsplitter_Fallback","26","","PLAYER_NAMES_CHAMPION_SKAVEN_FALLBACK","","6","6","3","8","340000","1","0","39"
"218","StarPlayer_JordelFreshbreeze_Fallback","26","","PLAYER_NAMES_CHAMPION_ELFE_SYLVAIN_FALLBACK","","8","3","5","7","260000","1","0","40"
"219","StarPlayer_Ripper_Fallback","26","","PLAYER_NAMES_CHAMPION_GOBELIN_FALLBACK","","4","6","1","9","270000","1","0","41"
"220","StarPlayer_Slibli_Fallback","26","","PLAYER_NAMES_CHAMPION_HOMME_LEZARD_FALLBACK","","7","4","1","9","250000","1","0","42"
"221","StarPlayer_VaragGhoulChewer_Fallback","26","","PLAYER_NAMES_CHAMPION_ORC_FALLBACK","","6","4","3","9","290000","1","0","43"
"222","StarPlayer_HorkonHeartripper_Fallback","26","","PLAYER_NAMES_CHAMPION_DARK_ELF_FALLBACK","","7","3","4","7","210000","1","0","52"
"223","StarPlayer_MorgNThorg_Fallback","26","","PLAYER_NAMES_CHAMPION_MORGNTHORG_FALLBACK","","6","6","3","10","430000","1","0","53"
"224","StarPlayer_CountLuthorvonDrakenborg_Fallback","26","","PLAYER_NAMES_CHAMPION_UNDEAD_FALLBACK","","6","5","4","9","390000","1","0","59"
"225","StarPlayer_ZaraTheSlayer_Fallback","26","","PLAYER_NAMES_CHAMPION_ZARATHESLAYER_FALLBACK","","6","4","3","8","270000","1","0","99"
"226","StarPlayer_ScrappaSorehead_Fallback","26","","PLAYER_NAMES_CHAMPION_SCRAPPASOREHEAD_FALLBACK","","7","2","3","7","150000","1","0","100"
"227","StarPlayer_EldrilSidewinder_Fallback","26","","PLAYER_NAMES_CHAMPION_ELDRILSIDEWINDER_FALLBACK","","8","3","5","7","200000","1","0","101"
"228","StarPlayer_LordBorakTheDespoiler_Fallback","26","","PLAYER_NAMES_CHAMPION_LORDBORAKTHEDESPOILER_FALLBACK","","5","5","3","9","300000","1","0","102"
"229","StarPlayer_DeeprootStrongbranch_Fallback","26","","PLAYER_NAMES_CHAMPION_DEEPROOTSTRONGBRANCH_FALLBACK","","2","7","1","10","300000","1","0","103"
"230","StarPlayer_Setekh_Fallback","26","","PLAYER_NAMES_CHAMPION_NEKBREKEREKH_FALLBACK","","6","4","2","8","220000","1","0","104"
"231","StarPlayer_RamtutIII_Fallback","26","","PLAYER_NAMES_CHAMPION_RAMTUTIII_FALLBACK","","5","6","1","9","380000","1","0","105"
"232","StarPlayer_IcepeltHammerblow_Fallback","26","","PLAYER_NAMES_CHAMPION_ICEPELTHAMMERBLOW_FALLBACK","","5","6","1","8","330000","1","0","106"
"233","StarPlayer_BomberDribblesnot_Fallback","26","","PLAYER_NAMES_CHAMPION_BOMBERDRIBBLESNOT_FALLBACK","","6","2","3","7","60000","1","0","133"
"234","StarPlayer_ZzhargMadeye_Fallback","26","","PLAYER_NAMES_CHAMPION_ZZHARGMADEYE_FALLBACK","","4","4","3","9","90000","1","0","134"
"235","StarPlayer_MightyZug_Fallback","26","","PLAYER_NAMES_CHAMPION_MIGHTYZUG_FALLBACK","","4","5","2","9","260000","1","0","135"
"236","StarPlayer_JEarlice_Fallback","26","","PLAYER_NAMES_CHAMPION_JEARLICE_FALLBACK","","8","3","3","7","180000","1","0","136"
"237","StarPlayer_HubrisRakarth_Fallback","26","","PLAYER_NAMES_CHAMPION_HUBRISRAKARTH_FALLBACK","","7","4","4","8","260000","1","0","137"
"238","StarPlayer_HakflemSkuttlespike_Fallback","26","","PLAYER_NAMES_CHAMPION_HAKFLEMSKUTTLESPIKE_FALLBACK","","9","3","4","7","200000","1","0","138"
"239","StarPlayer_BarikFarblast_Fallback","26","","PLAYER_NAMES_CHAMPION_BARIK_FALLBACK","","6","3","3","8","60000","1","0","146"
"240","StarPlayer_DolfarLongstride_Fallback","26","","PLAYER_NAMES_CHAMPION_DOLFAR_FALLBACK","","7","3","4","7","150000","1","0","147"
"241","StarPlayer_Grotty_Fallback","26","","PLAYER_NAMES_CHAMPION_GROTTY_FALLBACK","","6","2","4","7","290000","1","0","148"
"242","StarPlayer_GlartSmashripJr_Fallback","26","","PLAYER_NAMES_CHAMPION_GLART_FALLBACK","","7","4","3","8","210000","1","0","149"
"243","StarPlayer_PrinceMoranion_Fallback","26","","PLAYER_NAMES_CHAMPION_MORANION_FALLBACK","","7","4","4","8","230000","1","0","150"
"244","StarPlayer_RoxannaDarknail_Fallback","26","","PLAYER_NAMES_CHAMPION_ROXANNA_FALLBACK","","8","3","5","7","250000","1","0","151"
"245","StarPlayer_SoarenHightower_Fallback","26","","PLAYER_NAMES_CHAMPION_SOAREN_FALLBACK","","6","3","4","8","180000","1","0","152"
"247","StarPlayer_Fezglitch_Fallback","26","","PLAYER_NAMES_CHAMPION_FEZGLITCH_FALLBACK","","4","7","3","7","100000","1","0","154"
"250","StarPlayer_IthacaBenoin_Fallback","26","","PLAYER_NAMES_CHAMPION_ITHACA_FALLBACK","","7","3","3","7","220000","1","0","157"
"251","StarPlayer_LewdgripWhiparm_Fallback","26","","PLAYER_NAMES_CHAMPION_LEWDGRIP_FALLBACK","","6","3","3","9","150000","1","0","158"
"252","StarPlayer_MaxSpleenripper_Fallback","26","","PLAYER_NAMES_CHAMPION_MAX_FALLBACK","","5","4","3","8","130000","1","0","160"
"253","StarPlayer_PuggyBaconbreath_Fallback","26","","PLAYER_NAMES_CHAMPION_PUGGY_FALLBACK","","5","3","3","6","140000","1","0","161"
"254","StarPlayer_SkitterStabStab_Fallback","26","","PLAYER_NAMES_CHAMPION_SKITTER_FALLBACK","","9","2","4","7","160000","1","0","162"
"255","StarPlayer_UgrothBolgrot_Fallback","26","","PLAYER_NAMES_CHAMPION_UGROTH_FALLBACK","","5","3","3","9","100000","1","0","163"
"256","StarPlayer_BrickFarth_Fallback","26","","PLAYER_NAMES_CHAMPION_BRICK_FALLBACK","","5","5","2","9","290000","1","0","164"
"260","Extra_Bob","27","","EXTRA_BOB","","5","6","3","10","430000","1","0","0"
"261","Extra_CheerleaderOrc","27","","BB_CHEERLEADER_ORC","","5","6","3","10","430000","1","0","0"
"262","Extra_Cabalcopter","27","","EXTRA_CABALCOPTER","","5","6","3","10","430000","1","0","0"
"263","Extra_Assistant","27","","EXTRA_ASSISTANT","","5","6","3","10","430000","1","0","0"
"264","Extra_JimCabal","27","","EXTRA_JIMCABAL","","5","6","3","10","10000","1","0","0"
