"ID","IdRace","French","FrenchPart","English","EnglishPart","Italian","ItalianPart","German","GermanPart","Russian","RussianPart","Spanish","SpanishPart","Czech","CzechPart","Hungarian","HungarianPart","Polish","PolishPart"
"42","4","","1","GUI_STADIUM_NAME_ORC_PART2_1","2","","1","","1","","1","","1","","1","","1","","1"
"43","4","","1","GUI_STADIUM_NAME_ORC_PART2_3","2","","1","","1","","1","","1","","1","","1","","1"
"44","4","","1","GUI_STADIUM_NAME_ORC_PART2_4","2","","1","","1","","1","","1","","1","","1","","1"
"45","4","","1","GUI_STADIUM_NAME_ORC_PART2_5","2","","1","","1","","1","","1","","1","","1","","1"
"46","4","","1","GUI_STADIUM_NAME_ORC_PART2_6","2","","1","","1","","1","","1","","1","","1","","1"
"47","4","","1","GUI_STADIUM_NAME_ORC_PART2_7","2","","1","","1","","1","","1","","1","","1","","1"
"48","4","","1","GUI_STADIUM_NAME_ORC_PART2_8","2","","1","","1","","1","","1","","1","","1","","1"
"49","4","","1","GUI_STADIUM_NAME_ORC_PART2_9","2","","1","","1","","1","","1","","1","","1","","1"
"50","4","","1","GUI_STADIUM_NAME_ORC_PART2_10","2","","1","","1","","1","","1","","1","","1","","1"
"51","9","","1","GUI_STADIUM_NAME_DARKELF_PART1_1","1","","1","","1","","1","","1","","1","","1","","1"
"52","9","","1","GUI_STADIUM_NAME_DARKELF_PART1_2","1","","1","","1","","1","","1","","1","","1","","1"
"53","9","","1","GUI_STADIUM_NAME_DARKELF_PART1_3","1","","1","","1","","1","","1","","1","","1","","1"
"54","9","","1","GUI_STADIUM_NAME_DARKELF_PART1_4","1","","1","","1","","1","","1","","1","","1","","1"
"55","9","","1","GUI_STADIUM_NAME_DARKELF_PART1_5","1","","1","","1","","1","","1","","1","","1","","1"
"56","9","","1","GUI_STADIUM_NAME_DARKELF_PART1_6","1","","1","","1","","1","","1","","1","","1","","1"
"57","9","","1","GUI_STADIUM_NAME_DARKELF_PART1_7","1","","1","","1","","1","","1","","1","","1","","1"
"58","9","","1","GUI_STADIUM_NAME_DARKELF_PART1_8","1","","1","","1","","1","","1","","1","","1","","1"
"59","9","","1","GUI_STADIUM_NAME_DARKELF_PART1_9","1","","1","","1","","1","","1","","1","","1","","1"
"60","9","","1","GUI_STADIUM_NAME_DARKELF_PART1_10","1","","1","","1","","1","","1","","1","","1","","1"
"61","9","","1","GUI_STADIUM_NAME_DARKELF_PART1_11","1","","1","","1","","1","","1","","1","","1","","1"
"62","9","","1","GUI_STADIUM_NAME_DARKELF_PART1_12","1","","1","","1","","1","","1","","1","","1","","1"
"63","9","","1","GUI_STADIUM_NAME_DARKELF_PART1_13","1","","1","","1","","1","","1","","1","","1","","1"
"64","9","","1","GUI_STADIUM_NAME_DARKELF_PART1_14","1","","1","","1","","1","","1","","1","","1","","1"
"65","9","","1","GUI_STADIUM_NAME_DARKELF_PART1_15","1","","1","","1","","1","","1","","1","","1","","1"
"66","9","","1","GUI_STADIUM_NAME_DARKELF_PART1_16","1","","1","","1","","1","","1","","1","","1","","1"
"67","9","","1","GUI_STADIUM_NAME_DARKELF_PART1_17","1","","1","","1","","1","","1","","1","","1","","1"
"68","9","","1","GUI_STADIUM_NAME_DARKELF_PART1_18","1","","1","","1","","1","","1","","1","","1","","1"
"69","9","","1","GUI_STADIUM_NAME_DARKELF_PART1_19","1","","1","","1","","1","","1","","1","","1","","1"
"70","9","","1","GUI_STADIUM_NAME_DARKELF_PART1_20","1","","1","","1","","1","","1","","1","","1","","1"
"71","9","","1","GUI_STADIUM_NAME_DARKELF_PART1_21","1","","1","","1","","1","","1","","1","","1","","1"
"72","9","","1","GUI_STADIUM_NAME_DARKELF_PART1_22","1","","1","","1","","1","","1","","1","","1","","1"
"73","9","","1","GUI_STADIUM_NAME_DARKELF_PART1_23","1","","1","","1","","1","","1","","1","","1","","1"
"75","9","","1","GUI_STADIUM_NAME_DARKELF_PART1_25","1","","1","","1","","1","","1","","1","","1","","1"
"76","9","","1","GUI_STADIUM_NAME_DARKELF_PART1_26","1","","1","","1","","1","","1","","1","","1","","1"
"77","9","","1","GUI_STADIUM_NAME_DARKELF_PART2_1","2","","1","","1","","1","","1","","1","","1","","1"
"78","9","","1","GUI_STADIUM_NAME_DARKELF_PART2_2","2","","1","","1","","1","","1","","1","","1","","1"
"79","9","","1","GUI_STADIUM_NAME_DARKELF_PART2_3","2","","1","","1","","1","","1","","1","","1","","1"
"80","9","","1","GUI_STADIUM_NAME_DARKELF_PART2_4","2","","1","","1","","1","","1","","1","","1","","1"
"81","9","","1","GUI_STADIUM_NAME_DARKELF_PART2_5","2","","1","","1","","1","","1","","1","","1","","1"
"82","9","","1","GUI_STADIUM_NAME_DARKELF_PART2_6","2","","1","","1","","1","","1","","1","","1","","1"
"83","9","","1","GUI_STADIUM_NAME_DARKELF_PART2_7","2","","1","","1","","1","","1","","1","","1","","1"
"84","9","","1","GUI_STADIUM_NAME_DARKELF_PART2_8","2","","1","","1","","1","","1","","1","","1","","1"
"85","9","","1","GUI_STADIUM_NAME_DARKELF_PART2_9","2","","1","","1","","1","","1","","1","","1","","1"
"86","2","","1","GUI_STADIUM_NAME_DWARF_PART1_1","1","","1","","1","","1","","1","","1","","1","","1"
"87","2","","1","GUI_STADIUM_NAME_DWARF_PART1_2","1","","1","","1","","1","","1","","1","","1","","1"
"88","2","","1","GUI_STADIUM_NAME_DWARF_PART1_3","1","","1","","1","","1","","1","","1","","1","","1"
"89","2","","1","GUI_STADIUM_NAME_DWARF_PART1_4","1","","1","","1","","1","","1","","1","","1","","1"
"90","2","","1","GUI_STADIUM_NAME_DWARF_PART1_5","1","","1","","1","","1","","1","","1","","1","","1"
"91","2","","1","GUI_STADIUM_NAME_DWARF_PART1_6","1","","1","","1","","1","","1","","1","","1","","1"
"92","2","","1","GUI_STADIUM_NAME_DWARF_PART1_7","1","","1","","1","","1","","1","","1","","1","","1"
"93","2","","1","GUI_STADIUM_NAME_DWARF_PART1_8","1","","1","","1","","1","","1","","1","","1","","1"
"94","2","","1","GUI_STADIUM_NAME_DWARF_PART1_9","1","","1","","1","","1","","1","","1","","1","","1"
"95","2","","1","GUI_STADIUM_NAME_DWARF_PART1_10","1","","1","","1","","1","","1","","1","","1","","1"
"96","2","","1","GUI_STADIUM_NAME_DWARF_PART1_11","1","","1","","1","","1","","1","","1","","1","","1"
"97","2","","1","GUI_STADIUM_NAME_DWARF_PART1_12","1","","1","","1","","1","","1","","1","","1","","1"
"98","2","","1","GUI_STADIUM_NAME_DWARF_PART1_13","1","","1","","1","","1","","1","","1","","1","","1"
"99","2","","1","GUI_STADIUM_NAME_DWARF_PART1_14","1","","1","","1","","1","","1","","1","","1","","1"
"100","2","","1","GUI_STADIUM_NAME_DWARF_PART1_15","1","","1","","1","","1","","1","","1","","1","","1"
"101","2","","1","GUI_STADIUM_NAME_DWARF_PART1_16","1","","1","","1","","1","","1","","1","","1","","1"
"102","2","","1","GUI_STADIUM_NAME_DWARF_PART1_17","1","","1","","1","","1","","1","","1","","1","","1"
"103","2","","1","GUI_STADIUM_NAME_DWARF_PART1_18","1","","1","","1","","1","","1","","1","","1","","1"
"104","2","","1","GUI_STADIUM_NAME_DWARF_PART1_19","1","","1","","1","","1","","1","","1","","1","","1"
"105","2","","1","GUI_STADIUM_NAME_DWARF_PART1_20","1","","1","","1","","1","","1","","1","","1","","1"
"106","2","","1","GUI_STADIUM_NAME_DWARF_PART1_21","1","","1","","1","","1","","1","","1","","1","","1"
"107","2","","1","GUI_STADIUM_NAME_DWARF_PART1_22","1","","1","","1","","1","","1","","1","","1","","1"
"108","2","","1","GUI_STADIUM_NAME_DWARF_PART1_23","1","","1","","1","","1","","1","","1","","1","","1"
"109","2","","1","GUI_STADIUM_NAME_DWARF_PART1_24","1","","1","","1","","1","","1","","1","","1","","1"
"110","2","","1","GUI_STADIUM_NAME_DWARF_PART1_25","1","","1","","1","","1","","1","","1","","1","","1"
"111","2","","1","GUI_STADIUM_NAME_DWARF_PART1_26","1","","1","","1","","1","","1","","1","","1","","1"
"112","2","","1","GUI_STADIUM_NAME_DWARF_PART2_1","2","","1","","1","","1","","1","","1","","1","","1"
"113","2","","1","GUI_STADIUM_NAME_DWARF_PART2_2","2","","1","","1","","1","","1","","1","","1","","1"
"114","2","","1","GUI_STADIUM_NAME_DWARF_PART2_3","2","","1","","1","","1","","1","","1","","1","","1"
"115","2","","1","GUI_STADIUM_NAME_DWARF_PART2_4","2","","1","","1","","1","","1","","1","","1","","1"
"117","2","","1","GUI_STADIUM_NAME_DWARF_PART2_6","2","","1","","1","","1","","1","","1","","1","","1"
"118","2","","1","GUI_STADIUM_NAME_DWARF_PART2_7","2","","1","","1","","1","","1","","1","","1","","1"
"119","2","","1","GUI_STADIUM_NAME_DWARF_PART2_8","2","","1","","1","","1","","1","","1","","1","","1"
"120","2","","1","GUI_STADIUM_NAME_DWARF_PART2_9","2","","1","","1","","1","","1","","1","","1","","1"
"121","2","","1","GUI_STADIUM_NAME_DWARF_PART2_10","2","","1","","1","","1","","1","","1","","1","","1"
"122","2","","1","GUI_STADIUM_NAME_DWARF_PART2_11","2","","1","","1","","1","","1","","1","","1","","1"
"123","2","","1","GUI_STADIUM_NAME_DWARF_PART2_12","2","","1","","1","","1","","1","","1","","1","","1"
"124","3","","1","GUI_STADIUM_NAME_SKAVEN_PART1_1","1","","1","","1","","1","","1","","1","","1","","1"
"125","3","","1","GUI_STADIUM_NAME_SKAVEN_PART1_2","1","","1","","1","","1","","1","","1","","1","","1"
"126","3","","1","GUI_STADIUM_NAME_SKAVEN_PART1_3","1","","1","","1","","1","","1","","1","","1","","1"
"127","3","","1","GUI_STADIUM_NAME_SKAVEN_PART1_4","1","","1","","1","","1","","1","","1","","1","","1"
"129","3","","1","GUI_STADIUM_NAME_SKAVEN_PART1_6","1","","1","","1","","1","","1","","1","","1","","1"
"130","3","","1","GUI_STADIUM_NAME_SKAVEN_PART1_7","1","","1","","1","","1","","1","","1","","1","","1"
"131","3","","1","GUI_STADIUM_NAME_SKAVEN_PART1_8","1","","1","","1","","1","","1","","1","","1","","1"
"132","3","","1","GUI_STADIUM_NAME_SKAVEN_PART1_9","1","","1","","1","","1","","1","","1","","1","","1"
"133","3","","1","GUI_STADIUM_NAME_SKAVEN_PART1_10","1","","1","","1","","1","","1","","1","","1","","1"
"134","3","","1","GUI_STADIUM_NAME_SKAVEN_PART1_11","1","","1","","1","","1","","1","","1","","1","","1"
"135","3","","1","GUI_STADIUM_NAME_SKAVEN_PART1_12","1","","1","","1","","1","","1","","1","","1","","1"
"136","3","","1","GUI_STADIUM_NAME_SKAVEN_PART1_13","1","","1","","1","","1","","1","","1","","1","","1"
"137","3","","1","GUI_STADIUM_NAME_SKAVEN_PART1_14","1","","1","","1","","1","","1","","1","","1","","1"
"138","3","","1","GUI_STADIUM_NAME_SKAVEN_PART1_15","1","","1","","1","","1","","1","","1","","1","","1"
"139","3","","1","GUI_STADIUM_NAME_SKAVEN_PART1_16","1","","1","","1","","1","","1","","1","","1","","1"
"140","3","","1","GUI_STADIUM_NAME_SKAVEN_PART2_1","2","","1","","1","","1","","1","","1","","1","","1"
"141","3","","1","GUI_STADIUM_NAME_SKAVEN_PART2_2","2","","1","","1","","1","","1","","1","","1","","1"
"142","3","","1","GUI_STADIUM_NAME_SKAVEN_PART2_3","2","","1","","1","","1","","1","","1","","1","","1"
"143","3","","1","GUI_STADIUM_NAME_SKAVEN_PART2_4","2","","1","","1","","1","","1","","1","","1","","1"
"144","3","","1","GUI_STADIUM_NAME_SKAVEN_PART2_5","2","","1","","1","","1","","1","","1","","1","","1"
"145","3","","1","GUI_STADIUM_NAME_SKAVEN_PART2_6","2","","1","","1","","1","","1","","1","","1","","1"
"146","3","","1","GUI_STADIUM_NAME_SKAVEN_PART2_7","2","","1","","1","","1","","1","","1","","1","","1"
"147","3","","1","GUI_STADIUM_NAME_SKAVEN_PART2_8","2","","1","","1","","1","","1","","1","","1","","1"
"148","3","","1","GUI_STADIUM_NAME_SKAVEN_PART2_9","2","","1","","1","","1","","1","","1","","1","","1"
"149","3","","1","GUI_STADIUM_NAME_SKAVEN_PART2_10","2","","1","","1","","1","","1","","1","","1","","1"
"150","3","","1","GUI_STADIUM_NAME_SKAVEN_PART2_11","2","","1","","1","","1","","1","","1","","1","","1"
"151","3","","1","GUI_STADIUM_NAME_SKAVEN_PART2_12","2","","1","","1","","1","","1","","1","","1","","1"
"152","3","","1","GUI_STADIUM_NAME_SKAVEN_PART2_13","2","","1","","1","","1","","1","","1","","1","","1"
"153","3","","1","GUI_STADIUM_NAME_SKAVEN_PART2_14","2","","1","","1","","1","","1","","1","","1","","1"
"154","3","","1","GUI_STADIUM_NAME_SKAVEN_PART2_15","2","","1","","1","","1","","1","","1","","1","","1"
"155","3","","1","GUI_STADIUM_NAME_SKAVEN_PART2_16","2","","1","","1","","1","","1","","1","","1","","1"
"156","3","","1","GUI_STADIUM_NAME_SKAVEN_PART2_17","2","","1","","1","","1","","1","","1","","1","","1"
"157","4","","1","GUI_STADIUM_NAME_ORC_PART2_2","2","","1","","1","","1","","1","","1","","1","","1"
"158","9","","1","GUI_STADIUM_NAME_DARKELF_PART1_24","1","","1","","1","","1","","1","","1","","1","","1"
"159","2","","1","GUI_STADIUM_NAME_DWARF_PART2_5","2","","1","","1","","1","","1","","1","","1","","1"
"160","3","","1","GUI_STADIUM_NAME_SKAVEN_PART1_5","1","","1","","1","","1","","1","","1","","1","","1"
